Cidades,Estados,Geocode
Camocim de São Félix/PE,PE,2603504.0
Camutanga/PE,PE,2603603.0
Canhotinho/PE,PE,2603702.0
Capoeiras/PE,PE,2603801.0
Carnaíba/PE,PE,2603900.0
Carnaubeira da Penha/PE,PE,2603926.0
Carpina/PE,PE,2604007.0
Caruaru/PE,PE,2604106.0
Casinhas/PE,PE,2604155.0
Catende/PE,PE,2604205.0
Cedro/PE,PE,2604304.0
Chã de Alegria/PE,PE,2604403.0
Chã Grande/PE,PE,2604502.0
Condado/PE,PE,2604601.0
Correntes/PE,PE,2604700.0
Cortês/PE,PE,2604809.0
Cumaru/PE,PE,2604908.0
Cupira/PE,PE,2605004.0
Custódia/PE,PE,2605103.0
Dormentes/PE,PE,2605152.0
Escada/PE,PE,2605202.0
Exu/PE,PE,2605301.0
Feira Nova/PE,PE,2605400.0
Ferreiros/PE,PE,2605509.0
Flores/PE,PE,2605608.0
Floresta/PE,PE,2605707.0
Frei Miguelinho/PE,PE,2605806.0
Gameleira/PE,PE,2605905.0
Garanhuns/PE,PE,2606002.0
Glória do Goitá/PE,PE,2606101.0
Goiana/PE,PE,2606200.0
Granito/PE,PE,2606309.0
Gravatá/PE,PE,2606408.0
Iati/PE,PE,2606507.0
Ibimirim/PE,PE,2606606.0
Ibirajuba/PE,PE,2606705.0
Igarassu/PE,PE,2606804.0
Iguaracy/PE,PE,2606903.0
Inajá/PE,PE,2607000.0
Ingazeira/PE,PE,2607109.0
Ipojuca/PE,PE,2607208.0
Ipubi/PE,PE,2607307.0
Itacuruba/PE,PE,2607406.0
Itaíba/PE,PE,2607505.0
Itambé/PE,PE,2607653.0
Itapetim/PE,PE,2607703.0
Itaquitinga/PE,PE,2607802.0
Jaboatão dos Guararapes/PE,PE,2607901.0
Jaqueira/PE,PE,2607950.0
Jataúba/PE,PE,2608008.0
Jatobá/PE,PE,2608057.0
João Alfredo/PE,PE,2608107.0
Joaquim Nabuco/PE,PE,2608206.0
Jucati/PE,PE,2608255.0
Jupi/PE,PE,2608305.0
Jurema/PE,PE,2608404.0
Lagoa do Carro/PE,PE,2608453.0
Lagoa de Itaenga/PE,PE,2608503.0
Lagoa do Ouro/PE,PE,2608602.0
Lagoa dos Gatos/PE,PE,2608701.0
Lagoa Grande/PE,PE,2608750.0
Lajedo/PE,PE,2608800.0
Limoeiro/PE,PE,2608909.0
Macaparana/PE,PE,2609006.0
Machados/PE,PE,2609105.0
Manari/PE,PE,2609154.0
Maraial/PE,PE,2609204.0
Mirandiba/PE,PE,2609303.0
Moreno/PE,PE,2609402.0
Nazaré da Mata/PE,PE,2609501.0
Orobó/PE,PE,2609709.0
Orocó/PE,PE,2609808.0
Ouricuri/PE,PE,2609907.0
Palmares/PE,PE,2610004.0
Palmeirina/PE,PE,2610103.0
Panelas/PE,PE,2610202.0
Paranatama/PE,PE,2610301.0
Parnamirim/PE,PE,2610400.0
Passira/PE,PE,2610509.0
Paudalho/PE,PE,2610608.0
Paulista/PE,PE,2610707.0
Pedra/PE,PE,2610806.0
Pesqueira/PE,PE,2610905.0
Petrolândia/PE,PE,2611002.0
Petrolina/PE,PE,2611101.0
Poção/PE,PE,2611200.0
Pombos/PE,PE,2611309.0
Primavera/PE,PE,2611408.0
Quipapá/PE,PE,2611507.0
Quixaba/PE,PE,2611533.0
Recife/PE,PE,2611606.0
Riacho das Almas/PE,PE,2611705.0
Ribeirão/PE,PE,2611804.0
Rio Formoso/PE,PE,2611903.0
Sairé/PE,PE,2612000.0
Salgadinho/PE,PE,2612109.0
Salgueiro/PE,PE,2612208.0
Saloá/PE,PE,2612307.0
Sanharó/PE,PE,2612406.0
Santa Cruz/PE,PE,2612455.0
Santa Cruz da Baixa Verde/PE,PE,2612471.0
Santa Cruz do Capibaribe/PE,PE,2612505.0
Santa Filomena/PE,PE,2612554.0
Santa Maria da Boa Vista/PE,PE,2612604.0
Santa Maria do Cambucá/PE,PE,2612703.0
Santa Terezinha/PE,PE,2612802.0
São Benedito do Sul/PE,PE,2612901.0
São Bento do Una/PE,PE,2613008.0
São Caitano/PE,PE,2613107.0
São João/PE,PE,2613206.0
São Joaquim do Monte/PE,PE,2613305.0
São José da Coroa Grande/PE,PE,2613404.0
São José do Belmonte/PE,PE,2613503.0
São José do Egito/PE,PE,2613602.0
São Lourenço da Mata/PE,PE,2613701.0
São Vicente Férrer/PE,PE,2613800.0
Serra Talhada/PE,PE,2613909.0
Serrita/PE,PE,2614006.0
Sertânia/PE,PE,2614105.0
Sirinhaém/PE,PE,2614204.0
Moreilândia/PE,PE,2614303.0
Solidão/PE,PE,2614402.0
Surubim/PE,PE,2614501.0
Tabira/PE,PE,2614600.0
Tacaimbó/PE,PE,2614709.0
Tacaratu/PE,PE,2614808.0
Tamandaré/PE,PE,2614857.0
Taquaritinga do Norte/PE,PE,2615003.0
Terezinha/PE,PE,2615102.0
Terra Nova/PE,PE,2615201.0
Timbaúba/PE,PE,2615300.0
Toritama/PE,PE,2615409.0
Tracunhaém/PE,PE,2615508.0
Trindade/PE,PE,2615607.0
Triunfo/PE,PE,2615706.0
Tupanatinga/PE,PE,2615805.0
Tuparetama/PE,PE,2615904.0
Venturosa/PE,PE,2616001.0
Verdejante/PE,PE,2616100.0
Vertente do Lério/PE,PE,2616183.0
Vertentes/PE,PE,2616209.0
Vicência/PE,PE,2616308.0
Vitória de Santo Antão/PE,PE,2616407.0
Xexéu/PE,PE,2616506.0
Água Branca/AL,AL,2700102.0
Anadia/AL,AL,2700201.0
Arapiraca/AL,AL,2700300.0
Atalaia/AL,AL,2700409.0
Barra de Santo Antônio/AL,AL,2700508.0
Barra de São Miguel/AL,AL,2700607.0
Batalha/AL,AL,2700706.0
Belém/AL,AL,2700805.0
Belo Monte/AL,AL,2700904.0
Boca da Mata/AL,AL,2701001.0
Branquinha/AL,AL,2701100.0
Cacimbinhas/AL,AL,2701209.0
Cajueiro/AL,AL,2701308.0
Campestre/AL,AL,2701357.0
Campo Alegre/AL,AL,2701407.0
Campo Grande/AL,AL,2701506.0
Canapi/AL,AL,2701605.0
Capela/AL,AL,2701704.0
Carneiros/AL,AL,2701803.0
Chã Preta/AL,AL,2701902.0
Coité do Nóia/AL,AL,2702009.0
Colônia Leopoldina/AL,AL,2702108.0
Coqueiro Seco/AL,AL,2702207.0
Coruripe/AL,AL,2702306.0
Craíbas/AL,AL,2702355.0
Delmiro Gouveia/AL,AL,2702405.0
Dois Riachos/AL,AL,2702504.0
Estrela de Alagoas/AL,AL,2702553.0
Feira Grande/AL,AL,2702603.0
Feliz Deserto/AL,AL,2702702.0
Flexeiras/AL,AL,2702801.0
Girau do Ponciano/AL,AL,2702900.0
Ibateguara/AL,AL,2703007.0
Igaci/AL,AL,2703106.0
Igreja Nova/AL,AL,2703205.0
Inhapi/AL,AL,2703304.0
Jacaré dos Homens/AL,AL,2703403.0
Jacuípe/AL,AL,2703502.0
Japaratinga/AL,AL,2703601.0
Jaramataia/AL,AL,2703700.0
Jequiá da Praia/AL,AL,2703759.0
Joaquim Gomes/AL,AL,2703809.0
Jundiá/AL,AL,2703908.0
Junqueiro/AL,AL,2704005.0
Lagoa da Canoa/AL,AL,2704104.0
Limoeiro de Anadia/AL,AL,2704203.0
Maceió/AL,AL,2704302.0
Major Isidoro/AL,AL,2704401.0
Maragogi/AL,AL,2704500.0
Maravilha/AL,AL,2704609.0
Marechal Deodoro/AL,AL,2704708.0
Maribondo/AL,AL,2704807.0
Mar Vermelho/AL,AL,2704906.0
Mata Grande/AL,AL,2705002.0
Matriz de Camaragibe/AL,AL,2705101.0
Messias/AL,AL,2705200.0
Minador do Negrão/AL,AL,2705309.0
Monteirópolis/AL,AL,2705408.0
Murici/AL,AL,2705507.0
Novo Lino/AL,AL,2705606.0
Olho d'Água das Flores/AL,AL,2705705.0
Olho d'Água do Casado/AL,AL,2705804.0
Olho d'Água Grande/AL,AL,2705903.0
Olivença/AL,AL,2706000.0
Ouro Branco/AL,AL,2706109.0
Palestina/AL,AL,2706208.0
Palmeira dos Índios/AL,AL,2706307.0
Pão de Açúcar/AL,AL,2706406.0
Pariconha/AL,AL,2706422.0
Paripueira/AL,AL,2706448.0
Passo de Camaragibe/AL,AL,2706505.0
Paulo Jacinto/AL,AL,2706604.0
Penedo/AL,AL,2706703.0
Piaçabuçu/AL,AL,2706802.0
Pilar/AL,AL,2706901.0
Pindoba/AL,AL,2707008.0
Piranhas/AL,AL,2707107.0
Poço das Trincheiras/AL,AL,2707206.0
Porto Calvo/AL,AL,2707305.0
Porto de Pedras/AL,AL,2707404.0
Porto Real do Colégio/AL,AL,2707503.0
Quebrangulo/AL,AL,2707602.0
Rio Largo/AL,AL,2707701.0
Roteiro/AL,AL,2707800.0
Santana do Ipanema/AL,AL,2708006.0
Santana do Mundaú/AL,AL,2708105.0
São Brás/AL,AL,2708204.0
São José da Laje/AL,AL,2708303.0
São José da Tapera/AL,AL,2708402.0
São Luís do Quitunde/AL,AL,2708501.0
São Miguel dos Campos/AL,AL,2708600.0
São Miguel dos Milagres/AL,AL,2708709.0
São Sebastião/AL,AL,2708808.0
Satuba/AL,AL,2708907.0
Senador Rui Palmeira/AL,AL,2708956.0
Tanque d'Arca/AL,AL,2709004.0
Taquarana/AL,AL,2709103.0
Teotônio Vilela/AL,AL,2709152.0
Traipu/AL,AL,2709202.0
União dos Palmares/AL,AL,2709301.0
Viçosa/AL,AL,2709400.0
Amparo de São Francisco/SE,SE,2800100.0
Aquidabã/SE,SE,2800209.0
Aracaju/SE,SE,2800308.0
Arauá/SE,SE,2800407.0
Areia Branca/SE,SE,2800506.0
Boquim/SE,SE,2800670.0
Brejo Grande/SE,SE,2800704.0
Campo do Brito/SE,SE,2801009.0
Canhoba/SE,SE,2801108.0
Canindé de São Francisco/SE,SE,2801207.0
Capela/SE,SE,2801306.0
Carira/SE,SE,2801405.0
Carmópolis/SE,SE,2801504.0
Cedro de São João/SE,SE,2801603.0
Cristinápolis/SE,SE,2801702.0
Cumbe/SE,SE,2801900.0
Divina Pastora/SE,SE,2802007.0
Estância/SE,SE,2802106.0
Feira Nova/SE,SE,2802205.0
Frei Paulo/SE,SE,2802304.0
Gararu/SE,SE,2802403.0
General Maynard/SE,SE,2802502.0
Graccho Cardoso/SE,SE,2802601.0
Ilha das Flores/SE,SE,2802700.0
Indiaroba/SE,SE,2802809.0
Itabaiana/SE,SE,2802908.0
Itabaianinha/SE,SE,2803005.0
Itabi/SE,SE,2803104.0
Itaporanga d'Ajuda/SE,SE,2803203.0
Japaratuba/SE,SE,2803302.0
Japoatã/SE,SE,2803401.0
Lagarto/SE,SE,2803500.0
Laranjeiras/SE,SE,2803609.0
Macambira/SE,SE,2803708.0
Malhada dos Bois/SE,SE,2803807.0
Malhador/SE,SE,2803906.0
Maruim/SE,SE,2804003.0
Moita Bonita/SE,SE,2804102.0
Monte Alegre de Sergipe/SE,SE,2804201.0
Muribeca/SE,SE,2804300.0
Neópolis/SE,SE,2804409.0
Nossa Senhora Aparecida/SE,SE,2804458.0
Nossa Senhora da Glória/SE,SE,2804508.0
Nossa Senhora das Dores/SE,SE,2804607.0
Nossa Senhora de Lourdes/SE,SE,2804706.0
Nossa Senhora do Socorro/SE,SE,2804805.0
Pacatuba/SE,SE,2804904.0
Pedra Mole/SE,SE,2805000.0
Pedrinhas/SE,SE,2805109.0
Pinhão/SE,SE,2805208.0
Pirambu/SE,SE,2805307.0
Poço Redondo/SE,SE,2805406.0
Poço Verde/SE,SE,2805505.0
Porto da Folha/SE,SE,2805604.0
Propriá/SE,SE,2805703.0
Riachão do Dantas/SE,SE,2805802.0
Riachuelo/SE,SE,2805901.0
Ribeirópolis/SE,SE,2806008.0
Rosário do Catete/SE,SE,2806107.0
Salgado/SE,SE,2806206.0
Santa Luzia do Itanhy/SE,SE,2806305.0
Santana do São Francisco/SE,SE,2806404.0
Santa Rosa de Lima/SE,SE,2806503.0
Santo Amaro das Brotas/SE,SE,2806602.0
São Cristóvão/SE,SE,2806701.0
São Domingos/SE,SE,2806800.0
São Francisco/SE,SE,2806909.0
São Miguel do Aleixo/SE,SE,2807006.0
Simão Dias/SE,SE,2807105.0
Siriri/SE,SE,2807204.0
Telha/SE,SE,2807303.0
Tobias Barreto/SE,SE,2807402.0
Tomar do Geru/SE,SE,2807501.0
Umbaúba/SE,SE,2807600.0
Abaíra/BA,BA,2900108.0
Abaré/BA,BA,2900207.0
Acajutiba/BA,BA,2900306.0
Adustina/BA,BA,2900355.0
Água Fria/BA,BA,2900405.0
Érico Cardoso/BA,BA,2900504.0
Aiquara/BA,BA,2900603.0
Alagoinhas/BA,BA,2900702.0
Alcobaça/BA,BA,2900801.0
Almadina/BA,BA,2900900.0
Amargosa/BA,BA,2901007.0
Amélia Rodrigues/BA,BA,2901106.0
América Dourada/BA,BA,2901155.0
Anagé/BA,BA,2901205.0
Andaraí/BA,BA,2901304.0
Andorinha/BA,BA,2901353.0
Angical/BA,BA,2901403.0
Anguera/BA,BA,2901502.0
Antas/BA,BA,2901601.0
Antônio Cardoso/BA,BA,2901700.0
Antônio Gonçalves/BA,BA,2901809.0
Aporá/BA,BA,2901908.0
Apuarema/BA,BA,2901957.0
Aracatu/BA,BA,2902005.0
Araçás/BA,BA,2902054.0
Araci/BA,BA,2902104.0
Aramari/BA,BA,2902203.0
Arataca/BA,BA,2902252.0
Aratuípe/BA,BA,2902302.0
Baianópolis/BA,BA,2902500.0
Baixa Grande/BA,BA,2902609.0
Banzaê/BA,BA,2902658.0
Barra/BA,BA,2902708.0
Barra da Estiva/BA,BA,2902807.0
Barra do Choça/BA,BA,2902906.0
Barra do Mendes/BA,BA,2903003.0
Barra do Rocha/BA,BA,2903102.0
Barreiras/BA,BA,2903201.0
Barro Alto/BA,BA,2903235.0
Barrocas/BA,BA,2903276.0
Barro Preto/BA,BA,2903300.0
Belmonte/BA,BA,2903409.0
Belo Campo/BA,BA,2903508.0
Biritinga/BA,BA,2903607.0
Boa Nova/BA,BA,2903706.0
Boa Vista do Tupim/BA,BA,2903805.0
Bom Jesus da Lapa/BA,BA,2903904.0
Bom Jesus da Serra/BA,BA,2903953.0
Boninal/BA,BA,2904001.0
Bonito/BA,BA,2904050.0
Boquira/BA,BA,2904100.0
Botuporã/BA,BA,2904209.0
Brejões/BA,BA,2904308.0
Brejolândia/BA,BA,2904407.0
Brotas de Macaúbas/BA,BA,2904506.0
Brumado/BA,BA,2904605.0
Buerarema/BA,BA,2904704.0
Buritirama/BA,BA,2904753.0
Caatiba/BA,BA,2904803.0
Cabaceiras do Paraguaçu/BA,BA,2904852.0
Cachoeira/BA,BA,2904902.0
Caculé/BA,BA,2905008.0
Caém/BA,BA,2905107.0
Caetanos/BA,BA,2905156.0
Caetité/BA,BA,2905206.0
Cafarnaum/BA,BA,2905305.0
Cairu/BA,BA,2905404.0
Caldeirão Grande/BA,BA,2905503.0
Camacan/BA,BA,2905602.0
Camaçari/BA,BA,2905701.0
Camamu/BA,BA,2905800.0
Campo Alegre de Lourdes/BA,BA,2905909.0
Campo Formoso/BA,BA,2906006.0
Canápolis/BA,BA,2906105.0
Canarana/BA,BA,2906204.0
Canavieiras/BA,BA,2906303.0
Candeal/BA,BA,2906402.0
Candeias/BA,BA,2906501.0
Candiba/BA,BA,2906600.0
Cândido Sales/BA,BA,2906709.0
Cansanção/BA,BA,2906808.0
Canudos/BA,BA,2906824.0
Capela do Alto Alegre/BA,BA,2906857.0
Capim Grosso/BA,BA,2906873.0
Caraíbas/BA,BA,2906899.0
Caravelas/BA,BA,2906907.0
Cardeal da Silva/BA,BA,2907004.0
Carinhanha/BA,BA,2907103.0
Casa Nova/BA,BA,2907202.0
Castro Alves/BA,BA,2907301.0
Catolândia/BA,BA,2907400.0
Catu/BA,BA,2907509.0
Caturama/BA,BA,2907558.0
Central/BA,BA,2907608.0
Chorrochó/BA,BA,2907707.0
Cícero Dantas/BA,BA,2907806.0
Cipó/BA,BA,2907905.0
Coaraci/BA,BA,2908002.0
Cocos/BA,BA,2908101.0
Conceição da Feira/BA,BA,2908200.0
Conceição do Almeida/BA,BA,2908309.0
Conceição do Coité/BA,BA,2908408.0
Conceição do Jacuípe/BA,BA,2908507.0
Conde/BA,BA,2908606.0
Condeúba/BA,BA,2908705.0
Contendas do Sincorá/BA,BA,2908804.0
Coração de Maria/BA,BA,2908903.0
Cordeiros/BA,BA,2909000.0
Coribe/BA,BA,2909109.0
Coronel João Sá/BA,BA,2909208.0
Correntina/BA,BA,2909307.0
Cotegipe/BA,BA,2909406.0
Cravolândia/BA,BA,2909505.0
Crisópolis/BA,BA,2909604.0
Cristópolis/BA,BA,2909703.0
Cruz das Almas/BA,BA,2909802.0
Curaçá/BA,BA,2909901.0
Dário Meira/BA,BA,2910008.0
Dias d'Ávila/BA,BA,2910057.0
Dom Basílio/BA,BA,2910107.0
Dom Macedo Costa/BA,BA,2910206.0
Elísio Medrado/BA,BA,2910305.0
Encruzilhada/BA,BA,2910404.0
Entre Rios/BA,BA,2910503.0
Esplanada/BA,BA,2910602.0
Euclides da Cunha/BA,BA,2910701.0
Eunápolis/BA,BA,2910727.0
Fátima/BA,BA,2910750.0
Feira da Mata/BA,BA,2910776.0
Feira de Santana/BA,BA,2910800.0
Filadélfia/BA,BA,2910859.0
Firmino Alves/BA,BA,2910909.0
Floresta Azul/BA,BA,2911006.0
Formosa do Rio Preto/BA,BA,2911105.0
Gandu/BA,BA,2911204.0
Gavião/BA,BA,2911253.0
Gentio do Ouro/BA,BA,2911303.0
Glória/BA,BA,2911402.0
Gongogi/BA,BA,2911501.0
Governador Mangabeira/BA,BA,2911600.0
Guajeru/BA,BA,2911659.0
Guanambi/BA,BA,2911709.0
Guaratinga/BA,BA,2911808.0
Heliópolis/BA,BA,2911857.0
Iaçu/BA,BA,2911907.0
Ibiassucê/BA,BA,2912004.0
Ibicaraí/BA,BA,2912103.0
Ibicoara/BA,BA,2912202.0
Ibicuí/BA,BA,2912301.0
Ibipeba/BA,BA,2912400.0
Ibipitanga/BA,BA,2912509.0
Ibiquera/BA,BA,2912608.0
Ibirapitanga/BA,BA,2912707.0
Ibirapuã/BA,BA,2912806.0
Ibirataia/BA,BA,2912905.0
Ibitiara/BA,BA,2913002.0
Ibititá/BA,BA,2913101.0
Ibotirama/BA,BA,2913200.0
Ichu/BA,BA,2913309.0
Igaporã/BA,BA,2913408.0
Igrapiúna/BA,BA,2913457.0
Iguaí/BA,BA,2913507.0
Ilhéus/BA,BA,2913606.0
Inhambupe/BA,BA,2913705.0
Ipecaetá/BA,BA,2913804.0
Ipiaú/BA,BA,2913903.0
Ipirá/BA,BA,2914000.0
Ipupiara/BA,BA,2914109.0
Irajuba/BA,BA,2914208.0
Iramaia/BA,BA,2914307.0
Iraquara/BA,BA,2914406.0
Irará/BA,BA,2914505.0
Irecê/BA,BA,2914604.0
Itabela/BA,BA,2914653.0
Itaberaba/BA,BA,2914703.0
Itabuna/BA,BA,2914802.0
Itacaré/BA,BA,2914901.0
Itaeté/BA,BA,2915007.0
Itagi/BA,BA,2915106.0
Itagibá/BA,BA,2915205.0
Itagimirim/BA,BA,2915304.0
Itaguaçu da Bahia/BA,BA,2915353.0
Itaju do Colônia/BA,BA,2915403.0
Itajuípe/BA,BA,2915502.0
Itamaraju/BA,BA,2915601.0
Itamari/BA,BA,2915700.0
Itambé/BA,BA,2915809.0
Itanagra/BA,BA,2915908.0
Itanhém/BA,BA,2916005.0
Itaparica/BA,BA,2916104.0
Itapé/BA,BA,2916203.0
Itapebi/BA,BA,2916302.0
Itapetinga/BA,BA,2916401.0
Itapicuru/BA,BA,2916500.0
Itapitanga/BA,BA,2916609.0
Itaquara/BA,BA,2916708.0
Itarantim/BA,BA,2916807.0
Itatim/BA,BA,2916856.0
Itiruçu/BA,BA,2916906.0
Itiúba/BA,BA,2917003.0
Itororó/BA,BA,2917102.0
Ituaçu/BA,BA,2917201.0
Ituberá/BA,BA,2917300.0
Iuiu/BA,BA,2917334.0
Jaborandi/BA,BA,2917359.0
Jacaraci/BA,BA,2917409.0
Jacobina/BA,BA,2917508.0
Jaguaquara/BA,BA,2917607.0
Jaguarari/BA,BA,2917706.0
Jaguaripe/BA,BA,2917805.0
Jandaíra/BA,BA,2917904.0
Jequié/BA,BA,2918001.0
Jeremoabo/BA,BA,2918100.0
Jiquiriçá/BA,BA,2918209.0
Jitaúna/BA,BA,2918308.0
João Dourado/BA,BA,2918357.0
Juazeiro/BA,BA,2918407.0
Jucuruçu/BA,BA,2918456.0
Jussara/BA,BA,2918506.0
Jussari/BA,BA,2918555.0
Jussiape/BA,BA,2918605.0
Lafaiete Coutinho/BA,BA,2918704.0
Lagoa Real/BA,BA,2918753.0
Laje/BA,BA,2918803.0
Lajedão/BA,BA,2918902.0
Lajedinho/BA,BA,2919009.0
Lajedo do Tabocal/BA,BA,2919058.0
Lamarão/BA,BA,2919108.0
Lapão/BA,BA,2919157.0
Lençóis/BA,BA,2919306.0
Licínio de Almeida/BA,BA,2919405.0
Livramento de Nossa Senhora/BA,BA,2919504.0
Luís Eduardo Magalhães/BA,BA,2919553.0
Macajuba/BA,BA,2919603.0
Macarani/BA,BA,2919702.0
Macaúbas/BA,BA,2919801.0
Macururé/BA,BA,2919900.0
Madre de Deus/BA,BA,2919926.0
Maetinga/BA,BA,2919959.0
Maiquinique/BA,BA,2920007.0
Mairi/BA,BA,2920106.0
Malhada/BA,BA,2920205.0
Malhada de Pedras/BA,BA,2920304.0
Manoel Vitorino/BA,BA,2920403.0
Mansidão/BA,BA,2920452.0
Maracás/BA,BA,2920502.0
Maragogipe/BA,BA,2920601.0
Maraú/BA,BA,2920700.0
Marcionílio Souza/BA,BA,2920809.0
Mascote/BA,BA,2920908.0
Mata de São João/BA,BA,2921005.0
Matina/BA,BA,2921054.0
Medeiros Neto/BA,BA,2921104.0
Miguel Calmon/BA,BA,2921203.0
Milagres/BA,BA,2921302.0
Mirangaba/BA,BA,2921401.0
Mirante/BA,BA,2921450.0
Monte Santo/BA,BA,2921500.0
Morpará/BA,BA,2921609.0
Morro do Chapéu/BA,BA,2921708.0
Mortugaba/BA,BA,2921807.0
Mucugê/BA,BA,2921906.0
Mucuri/BA,BA,2922003.0
Mulungu do Morro/BA,BA,2922052.0
Mundo Novo/BA,BA,2922102.0
Muniz Ferreira/BA,BA,2922201.0
Muquém do São Francisco/BA,BA,2922250.0
Muritiba/BA,BA,2922300.0
Mutuípe/BA,BA,2922409.0
Nazaré/BA,BA,2922508.0
Nilo Peçanha/BA,BA,2922607.0
Nordestina/BA,BA,2922656.0
Nova Canaã/BA,BA,2922706.0
Nova Fátima/BA,BA,2922730.0
Nova Ibiá/BA,BA,2922755.0
Nova Itarana/BA,BA,2922805.0
Nova Redenção/BA,BA,2922854.0
Nova Soure/BA,BA,2922904.0
Nova Viçosa/BA,BA,2923001.0
Novo Horizonte/BA,BA,2923035.0
Novo Triunfo/BA,BA,2923050.0
Olindina/BA,BA,2923100.0
Oliveira dos Brejinhos/BA,BA,2923209.0
Ouriçangas/BA,BA,2923308.0
Ourolândia/BA,BA,2923357.0
Palmas de Monte Alto/BA,BA,2923407.0
Palmeiras/BA,BA,2923506.0
Paramirim/BA,BA,2923605.0
Paratinga/BA,BA,2923704.0
Paripiranga/BA,BA,2923803.0
Pau Brasil/BA,BA,2923902.0
Paulo Afonso/BA,BA,2924009.0
Pé de Serra/BA,BA,2924058.0
Pedrão/BA,BA,2924108.0
Pedro Alexandre/BA,BA,2924207.0
Piatã/BA,BA,2924306.0
Pilão Arcado/BA,BA,2924405.0
Pindaí/BA,BA,2924504.0
Pindobaçu/BA,BA,2924603.0
Pintadas/BA,BA,2924652.0
Piraí do Norte/BA,BA,2924678.0
Piripá/BA,BA,2924702.0
Piritiba/BA,BA,2924801.0
Planaltino/BA,BA,2924900.0
Planalto/BA,BA,2925006.0
Poções/BA,BA,2925105.0
Pojuca/BA,BA,2925204.0
Ponto Novo/BA,BA,2925253.0
Porto Seguro/BA,BA,2925303.0
Potiraguá/BA,BA,2925402.0
Prado/BA,BA,2925501.0
Presidente Dutra/BA,BA,2925600.0
Presidente Jânio Quadros/BA,BA,2925709.0
Presidente Tancredo Neves/BA,BA,2925758.0
Queimadas/BA,BA,2925808.0
Quijingue/BA,BA,2925907.0
Quixabeira/BA,BA,2925931.0
Rafael Jambeiro/BA,BA,2925956.0
Remanso/BA,BA,2926004.0
Retirolândia/BA,BA,2926103.0
Riachão das Neves/BA,BA,2926202.0
Riachão do Jacuípe/BA,BA,2926301.0
Riacho de Santana/BA,BA,2926400.0
Ribeira do Amparo/BA,BA,2926509.0
Ribeira do Pombal/BA,BA,2926608.0
Ribeirão do Largo/BA,BA,2926657.0
Rio de Contas/BA,BA,2926707.0
Rio do Antônio/BA,BA,2926806.0
Rio do Pires/BA,BA,2926905.0
Rio Real/BA,BA,2927002.0
Rodelas/BA,BA,2927101.0
Ruy Barbosa/BA,BA,2927200.0
Salinas da Margarida/BA,BA,2927309.0
Salvador/BA,BA,2927408.0
Santa Bárbara/BA,BA,2927507.0
Santa Brígida/BA,BA,2927606.0
Santa Cruz Cabrália/BA,BA,2927705.0
Santa Cruz da Vitória/BA,BA,2927804.0
Santa Inês/BA,BA,2927903.0
Santaluz/BA,BA,2928000.0
Santa Luzia/BA,BA,2928059.0
Santa Maria da Vitória/BA,BA,2928109.0
Santana/BA,BA,2928208.0
Santanópolis/BA,BA,2928307.0
Santa Rita de Cássia/BA,BA,2928406.0
Santa Teresinha/BA,BA,2928505.0
Santo Amaro/BA,BA,2928604.0
Santo Antônio de Jesus/BA,BA,2928703.0
Santo Estêvão/BA,BA,2928802.0
São Desidério/BA,BA,2928901.0
São Domingos/BA,BA,2928950.0
São Félix/BA,BA,2929008.0
São Félix do Coribe/BA,BA,2929057.0
São Felipe/BA,BA,2929107.0
São Francisco do Conde/BA,BA,2929206.0
São Gabriel/BA,BA,2929255.0
São Gonçalo dos Campos/BA,BA,2929305.0
São José da Vitória/BA,BA,2929354.0
São José do Jacuípe/BA,BA,2929370.0
São Miguel das Matas/BA,BA,2929404.0
São Sebastião do Passé/BA,BA,2929503.0
Sapeaçu/BA,BA,2929602.0
Sátiro Dias/BA,BA,2929701.0
Saubara/BA,BA,2929750.0
Saúde/BA,BA,2929800.0
Seabra/BA,BA,2929909.0
Sebastião Laranjeiras/BA,BA,2930006.0
Senhor do Bonfim/BA,BA,2930105.0
Serra do Ramalho/BA,BA,2930154.0
Sento Sé/BA,BA,2930204.0
Serra Dourada/BA,BA,2930303.0
Serra Preta/BA,BA,2930402.0
Serrinha/BA,BA,2930501.0
Serrolândia/BA,BA,2930600.0
Simões Filho/BA,BA,2930709.0
Sítio do Mato/BA,BA,2930758.0
Sítio do Quinto/BA,BA,2930766.0
Sobradinho/BA,BA,2930774.0
Souto Soares/BA,BA,2930808.0
Tabocas do Brejo Velho/BA,BA,2930907.0
Tanhaçu/BA,BA,2931004.0
Tanque Novo/BA,BA,2931053.0
Tanquinho/BA,BA,2931103.0
Taperoá/BA,BA,2931202.0
Tapiramutá/BA,BA,2931301.0
Teixeira de Freitas/BA,BA,2931350.0
Teodoro Sampaio/BA,BA,2931400.0
Teofilândia/BA,BA,2931509.0
Teolândia/BA,BA,2931608.0
Terra Nova/BA,BA,2931707.0
Tremedal/BA,BA,2931806.0
Tucano/BA,BA,2931905.0
Uauá/BA,BA,2932002.0
Ubaíra/BA,BA,2932101.0
Ubaitaba/BA,BA,2932200.0
Ubatã/BA,BA,2932309.0
Uibaí/BA,BA,2932408.0
Umburanas/BA,BA,2932457.0
Una/BA,BA,2932507.0
Urandi/BA,BA,2932606.0
Uruçuca/BA,BA,2932705.0
Utinga/BA,BA,2932804.0
Valença/BA,BA,2932903.0
